name,nationality,age,position,overall,potential,pace,shooting,passing,dribbling,defending,physical,market_value,club,league,foot,height,weight,season_goals,season_assists
Domenico Berardi,意大利,22,W,81,86,86,80,76,85,27,70,35347887,Sassuolo,意大利甲级联赛,左,183,72,16,3
Alvaro Negredo,西班牙,31,ST,81,81,68,81,70,77,34,79,73017654,Sevilla FC,西班牙甲级联赛,左,185,86,102,13
Theo Walcott,英格兰,27,W,81,81,96,75,72,79,36,68,23382387,Arsenal,英格兰超级联赛,右,175,68,41,34
Sergio Asenjo,西班牙,27,GK,81,82,56,20,41,14,16,62,45259122,Villarreal CF,西班牙甲级联赛,右,188,87,0,0
Ander Herrera,西班牙,27,CAM,81,82,75,72,84,85,64,68,54417962,Athletic Club de Bilbao,西班牙甲级联赛,右,183,73,11,3
Marquinhos,法国,22,FB,81,87,73,40,67,70,85,77,63578647,Paris Saint-Germain,法国甲级联赛,右,183,75,2,0
Nuri Sahin,德国,28,CM,81,82,54,71,85,83,72,61,31075476,Borussia Dortmund,德国甲级联赛,左,180,73,21,10
Aymen Abdennour,法国,27,FB,81,83,66,66,64,61,84,79,87272466,Toulouse FC,法国甲级联赛,左,188,84,5,0
Raul Garcia,西班牙,30,CAM,81,81,66,80,85,82,63,77,38882492,Atlético Madrid,西班牙甲级联赛,右,183,81,31,5
Serge Aurier,法国,24,FB,81,86,84,67,73,77,80,86,68155546,Toulouse FC,法国甲级联赛,右,175,76,8,1
Rui Patricio,葡萄牙,28,GK,81,81,52,20,26,22,15,67,56674455,Sporting CP,葡萄牙超级联赛,左,190,84,0,0
Steven Gerrard,英格兰,36,CM,81,81,54,83,82,78,68,71,42771244,Liverpool,英格兰超级联赛,右,183,83,60,46
Ever Banega,西班牙,28,CAM,81,81,65,72,85,82,66,65,48488633,Valencia CF,西班牙甲级联赛,右,175,71,12,11
Jasper Cillessen,荷兰,27,GK,81,82,52,20,47,22,16,59,32469303,Ajax,荷兰甲级联赛,右,185,83,0,0
Martin Skrtel,英格兰,32,CB,81,81,61,39,52,52,81,78,50951757,Liverpool,英格兰超级联赛,右,190,81,20,5
Victor Valdes,西班牙,34,GK,81,81,58,17,34,20,13,62,93963693,FC Barcelona,西班牙甲级联赛,右,183,78,0,1
Lucas Biglia,比利时,30,CM,81,81,72,68,81,76,78,71,46638430,RSC Anderlecht,比利时甲级联赛,右,178,63,2,1
Mamadou Sakho,法国,26,CB,81,82,66,37,63,56,82,81,44064875,Paris Saint-Germain,法国甲级联赛,左,188,83,6,0
Nemanja Vidic,英格兰,35,CB,81,81,52,37,53,50,83,76,55181945,Manchester United,英格兰超级联赛,右,190,88,12,2
William Carvalho,葡萄牙,24,CM,81,86,54,61,75,78,82,81,59051239,Sporting CP,葡萄牙超级联赛,右,188,83,0,0
Raffael,德国,31,W,81,81,74,78,80,84,39,70,33450716,Borussia Mönchengladbach,德国甲级联赛,右,175,69,35,7
Raheem Sterling,英格兰,22,W,81,87,93,70,73,85,46,66,67378941,Liverpool,英格兰超级联赛,右,170,69,11,9
Phil Jagielka,英格兰,34,CB,81,81,67,51,59,56,84,84,44249253,Everton,英格兰超级联赛,右,183,83,9,4
Fabrizio Miccoli,意大利,37,W,81,81,86,83,77,84,24,56,35556488,Palermo,意大利甲级联赛,右,168,73,68,5
Mateo Pablo Musacchio,西班牙,26,CB,81,85,67,53,70,58,84,77,101525852,Villarreal CF,西班牙甲级联赛,右,183,75,2,1
Paulo Dybala,意大利,23,ST,81,87,88,82,72,90,22,68,61853445,Palermo,意大利甲级联赛,左,175,73,3,0
Dries Mertens,荷兰,29,W,81,81,89,77,78,87,37,59,72206627,FC Utrecht,荷兰甲级联赛,右,170,61,12,4
Stefan de Vrij,荷兰,24,FB,81,87,68,50,64,66,85,68,44917224,Feyenoord,荷兰甲级联赛,右,188,78,1,0
Jose Fonte,英格兰,33,CB,81,81,54,33,57,62,84,75,40468619,Southampton,英格兰超级联赛,右,188,81,5,0
Danijel Subasic,法国,32,GK,81,81,52,16,34,15,16,62,22102133,AS Monaco,法国甲级联赛,右,190,84,0,0
Stefan Savic,意大利,25,CB,81,85,66,36,59,58,84,76,30293675,Fiorentina,意大利甲级联赛,右,185,73,3,0
Max Kruse,德国,28,ST,81,81,74,79,77,82,36,75,60700036,Borussia Mönchengladbach,德国甲级联赛,左,180,76,25,5
Ashley Williams,英格兰,32,FB,81,81,70,47,66,63,81,82,95220312,Swansea City,英格兰超级联赛,右,183,91,2,1
Andre-Pierre Gignac,法国,31,ST,81,81,70,83,69,76,32,74,32872556,Olympique de Marseille,法国甲级联赛,右,188,84,36,2
Benoit Costil,法国,29,GK,81,81,51,17,37,12,16,47,37243716,Stade Rennais FC,法国甲级联赛,右,188,86,1,0
Juan Cuadrado,意大利,28,W,81,81,92,78,72,88,48,70,70613429,Fiorentina,意大利甲级联赛,右,178,71,19,3
Andrea Pirlo,意大利,37,CAM,81,81,40,70,91,82,46,50,40849764,Juventus,意大利甲级联赛,右,178,68,17,22
Jack Wilshere,英格兰,24,CAM,81,84,76,71,84,84,62,72,34189793,Arsenal,英格兰超级联赛,左,173,68,5,12
Benoit Tremoulinas,法国,31,FB,81,81,84,66,76,78,78,76,79621547,Girondins de Bordeaux,法国甲级联赛,左,173,65,4,0
Robin van Persie,英格兰,33,ST,81,81,65,83,75,83,28,63,69105104,Arsenal,英格兰超级联赛,左,188,71,113,48
Riyad Mahrez,英格兰,25,W,81,85,82,76,78,88,28,64,55929464,Leicester City,英格兰超级联赛,左,178,62,0,0
Sofiane Feghouli,西班牙,27,W,81,83,89,75,73,86,30,69,37133606,Valencia CF,西班牙甲级联赛,右,178,75,15,12
Gabi,西班牙,33,CM,81,81,66,74,83,76,76,70,31600647,Atlético Madrid,西班牙甲级联赛,右,180,74,19,9
Ivan Perisic,德国,27,ST,81,82,84,80,78,82,34,80,54311160,VfL Wolfsburg,德国甲级联赛,右,185,81,21,4
David Villa,西班牙,35,ST,81,81,74,82,69,83,29,68,54649181,Valencia CF,西班牙甲级联赛,右,175,69,99,18
Kaka,西班牙,34,W,81,81,68,77,81,83,30,62,53714400,Real Madrid CF,西班牙甲级联赛,右,185,83,47,26
Gonzalo Castro,德国,29,CM,81,81,74,74,81,82,74,74,38859928,Bayer 04 Leverkusen,德国甲级联赛,右,173,74,19,10
Andres Guardado,西班牙,30,CAM,81,81,84,69,82,83,68,73,38527799,RC Deportivo de La Coruña,西班牙甲级联赛,左,170,67,9,12
Joel Matip,德国,25,FB,81,83,72,50,75,67,83,73,26588527,FC Schalke 04,德国甲级联赛,右,196,90,12,5
Klaas Jan Huntelaar,德国,33,ST,81,81,66,83,59,72,26,74,32507598,FC Schalke 04,德国甲级联赛,右,185,83,81,7
Patrice Evra,英格兰,35,FB,81,81,78,57,69,74,84,78,44327537,Manchester United,英格兰超级联赛,左,175,74,7,20
Vicente Iborra,西班牙,28,CM,81,81,58,74,79,74,82,79,41536977,Levante UD,西班牙甲级联赛,右,196,88,8,1
Sami Khedira,西班牙,29,CM,81,81,67,74,80,78,80,79,20772728,Real Madrid CF,西班牙甲级联赛,右,188,90,15,5
Mattia Perin,意大利,24,GK,81,86,56,17,36,21,16,52,35513869,Genoa,意大利甲级联赛,右,188,74,0,0
Jose Maria Guti,西班牙,40,CAM,81,85,68,76,89,83,44,61,43418076,Real Madrid CF,西班牙甲级联赛,左,183,78,5,13
Jose Gimenez,西班牙,21,CB,81,87,72,52,51,51,85,81,69578142,Atlético Madrid,西班牙甲级联赛,右,185,80,0,0
Alexandre Pato,意大利,27,ST,80,82,86,78,65,82,22,71,65553080,Milan,意大利甲级联赛,右,180,81,45,7
Manuel Trigueros,西班牙,25,CAM,80,85,74,75,82,78,64,77,52568464,Villarreal CF,西班牙甲级联赛,右,178,70,2,1
Franco Vazquez,意大利,27,CAM,80,80,69,80,80,87,39,68,60074532,Palermo,意大利甲级联赛,左,185,82,3,0
Miguel Angel Moya,西班牙,32,GK,80,80,40,16,43,18,13,50,99985605,Getafe CF,西班牙甲级联赛,右,188,82,0,0
Bruno Peres,意大利,26,FB,80,82,92,72,68,80,76,77,96872280,Torino,意大利甲级联赛,右,178,72,0,0
Samuel Umtiti,法国,23,FB,80,85,76,68,68,71,82,82,39748356,Olympique Lyonnais,法国甲级联赛,左,180,75,1,0
Ryan Shawcross,英格兰,29,CB,80,80,59,42,61,48,82,80,113554669,Stoke City,英格兰超级联赛,右,190,76,15,4
Aderlan Santos,葡萄牙,27,FB,80,81,56,64,48,64,82,69,33189910,SC Braga,葡萄牙超级联赛,右,193,83,0,0
Andre Gomes,西班牙,23,CAM,80,87,74,73,83,85,67,76,47176733,Valencia CF,西班牙甲级联赛,右,188,84,0,0
Jose Gaya,西班牙,21,FB,80,85,88,58,76,76,78,73,21917456,Valencia CF,西班牙甲级联赛,左,173,64,0,0
Rafael,英格兰,26,W,80,82,80,71,83,82,42,56,23905820,Manchester United,英格兰超级联赛,左,175,69,5,10
Jesus Navas,西班牙,31,W,80,80,90,72,76,82,26,58,73502682,Sevilla FC,西班牙甲级联赛,右,170,60,19,38
Robbie Keane,英格兰,36,ST,80,80,70,83,75,84,26,67,26043678,Tottenham Hotspur,英格兰超级联赛,右,175,73,21,9
Mikel San Jose,西班牙,27,CM,80,81,52,67,74,68,79,76,98544955,Athletic Club de Bilbao,西班牙甲级联赛,右,185,77,18,0
Ross Barkley,英格兰,23,CAM,80,88,78,76,81,84,53,71,57524301,Everton,英格兰超级联赛,右,188,76,6,0
Lavyin Kurzawa,法国,24,CM,80,88,79,69,76,78,80,78,23040981,AS Monaco,法国甲级联赛,左,183,74,5,1
Michael Carrick,英格兰,35,CM,80,80,52,69,85,76,77,69,30029305,Manchester United,英格兰超级联赛,右,188,74,13,15
Ramires,英格兰,29,FB,80,80,88,69,78,82,78,78,52979966,Chelsea,英格兰超级联赛,右,180,70,13,5
Diego Benaglio,德国,33,GK,80,80,43,14,33,16,15,64,49338204,VfL Wolfsburg,德国甲级联赛,右,193,89,0,0
Aurelien Chedjou,法国,31,CM,80,80,73,62,72,70,78,85,29149750,LOSC Lille,法国甲级联赛,右,183,86,11,0
Stevan Jovetic,意大利,27,ST,80,82,77,81,77,86,30,72,35164815,Fiorentina,意大利甲级联赛,右,183,79,40,5
Fabian Orellana,西班牙,30,W,80,80,82,71,69,85,28,60,28127029,RC Celta de Vigo,西班牙甲级联赛,右,170,70,7,6
Nikola Maksimovic,意大利,25,CB,80,85,66,30,50,55,82,74,46498055,Torino,意大利甲级联赛,右,193,82,0,1
Andre Andre,葡萄牙,27,CM,80,82,74,75,80,78,70,75,73316159,Vitória Guimarães,葡萄牙超级联赛,右,175,65,0,0
Roberto,西班牙,30,GK,80,80,46,20,41,22,18,62,26106531,Real Zaragoza,西班牙甲级联赛,右,193,86,0,0
Josip Ilicic,意大利,28,W,80,80,72,83,79,85,34,57,54854464,Palermo,意大利甲级联赛,左,190,79,24,11
Ricardo Quaresma,葡萄牙,33,W,80,80,84,79,76,88,16,65,101101814,FC Porto,葡萄牙超级联赛,右,175,67,1,0
Kevin Volland,德国,24,ST,80,85,82,82,76,80,36,83,51425978,TSG 1899 Hoffenheim,德国甲级联赛,左,178,82,17,5
James Milner,英格兰,30,CAM,80,80,71,79,82,78,69,75,27060142,Manchester City,英格兰超级联赛,右,175,70,21,39
Nacho Monreal,西班牙,30,FB,80,80,77,57,68,76,83,75,26737268,CA Osasuna,西班牙甲级联赛,左,178,72,4,6
Dante,德国,33,CM,80,80,54,56,71,66,82,70,26650677,Borussia Mönchengladbach,德国甲级联赛,左,188,87,13,0
Martin Stranzl,德国,36,CB,80,80,50,45,57,50,85,67,58141583,Borussia Mönchengladbach,德国甲级联赛,右,190,83,8,0
Bacary Sagna,英格兰,33,FB,80,80,75,57,63,74,82,81,57214293,Arsenal,英格兰超级联赛,右,175,72,3,14
Marc Bartra,西班牙,25,FB,80,83,70,46,65,70,84,75,29072893,FC Barcelona,西班牙甲级联赛,右,183,74,2,0
Clint Dempsey,英格兰,33,ST,80,80,72,80,74,82,39,79,22087501,Fulham,英格兰超级联赛,右,185,84,54,18
Martin Caceres,意大利,29,FB,80,80,81,56,63,62,85,78,60284392,Juventus,意大利甲级联赛,右,180,78,6,2
Bojan Krkic,英格兰,26,W,80,83,78,74,81,83,22,53,60696546,Stoke City,英格兰超级联赛,右,170,65,26,9
Francisco Casilla,西班牙,30,GK,80,80,40,17,35,16,14,64,39909266,RCD Espanyol,西班牙甲级联赛,右,190,84,0,0
Edin Dzeko,德国,30,ST,80,80,66,79,67,76,26,73,31063733,VfL Wolfsburg,德国甲级联赛,右,193,84,107,14
Francisco Alcacer,西班牙,23,ST,80,86,76,78,62,76,25,73,74531966,Valencia CF,西班牙甲级联赛,右,175,71,10,1
Dimitar Berbatov,英格兰,35,ST,80,80,57,78,81,84,16,64,48421776,Manchester United,英格兰超级联赛,右,188,75,79,30
Fabio Coentrao,葡萄牙,28,FB,80,80,78,67,71,80,80,74,30410004,SL Benfica,葡萄牙超级联赛,左,178,70,1,4
Allan,意大利,25,CM,80,82,78,64,79,78,82,79,36263069,Udinese,意大利甲级联赛,右,175,74,0,3
Yannick Ferreira-Carrasco,法国,23,W,80,85,88,77,74,84,24,67,66069254,AS Monaco,法国甲级联赛,右,180,66,3,2
Branislav Ivanovic,英格兰,32,FB,80,80,64,64,60,62,86,82,21187832,Chelsea,英格兰超级联赛,右,185,91,17,13
Xherdan Shaqiri,瑞士,25,W,80,84,86,79,78,84,55,71,22814192,FC Basel,瑞士超级联赛,左,170,72,10,2
Erik Lamela,英格兰,24,W,80,84,80,79,78,86,40,65,37508724,Tottenham Hotspur,英格兰超级联赛,左,183,70,19,5
Fernando Llorente,西班牙,31,ST,80,80,57,75,63,74,20,70,45439869,Athletic Club de Bilbao,西班牙甲级联赛,右,196,90,88,10
Gervinho,意大利,29,W,80,80,92,67,71,82,24,70,30540038,Roma,意大利甲级联赛,右,178,66,27,13
Rene Adler,德国,31,GK,80,80,42,17,38,16,14,52,34808294,Hamburger SV,德国甲级联赛,右,190,87,0,0
Moussa Dembele,英格兰,29,CM,80,80,78,74,80,84,70,82,26417897,Tottenham Hotspur,英格兰超级联赛,左,185,82,7,9
Daniel Carrico,葡萄牙,28,CM,80,81,63,55,73,64,82,80,22384578,Sporting CP,葡萄牙超级联赛,右,180,80,2,0
Adrien Silva,葡萄牙,27,CAM,80,81,60,78,83,82,69,63,25566167,Sporting CP,葡萄牙超级联赛,右,175,69,0,0
Jose Sosa,德国,31,CAM,80,80,78,75,82,82,61,68,42832383,FC Bayern Munich,德国甲级联赛,右,180,77,3,6
Ron-Robert Zieler,德国,27,GK,80,81,48,15,29,17,14,52,129648436,Hannover 96,德国甲级联赛,右,188,83,0,0
Thomas Vermaelen,英格兰,31,CM,80,80,70,70,72,65,80,77,32349379,Arsenal,英格兰超级联赛,左,183,80,16,4
Quincy Promes,荷兰,24,ST,80,86,88,82,73,82,25,74,40823230,FC Twente,荷兰甲级联赛,右,175,70,0,0
Samuel Eto'o,意大利,35,ST,80,80,74,81,74,80,33,74,23017677,Inter,意大利甲级联赛,右,178,75,77,18
Sami Hyypiae,德国,43,CB,80,85,46,38,71,45,82,76,22464799,Bayer 04 Leverkusen,德国甲级联赛,右,196,88,4,1
Simon Kjaer,法国,27,CB,80,81,66,48,65,54,83,74,19724793,LOSC Lille,法国甲级联赛,右,188,90,8,1
Winston Reid,英格兰,28,FB,80,80,74,58,57,50,82,78,19877914,West Ham United,英格兰超级联赛,右,190,87,3,0
Jardel,葡萄牙,30,CB,80,80,62,47,54,57,82,76,32132018,SL Benfica,葡萄牙超级联赛,右,193,85,0,0
Fredy Guarin,意大利,30,CAM,80,80,76,84,80,82,70,85,34876821,Inter,意大利甲级联赛,右,183,77,8,2
Cedric Carrasso,法国,35,GK,80,80,40,17,33,18,16,58,116320954,Girondins de Bordeaux,法国甲级联赛,右,188,87,0,0
Kevin Strootman,荷兰,26,CM,80,82,67,76,82,78,76,73,40389469,PSV,荷兰甲级联赛,左,185,78,5,0
Yohan Cabaye,法国,30,CM,80,80,67,78,83,79,75,73,39452623,LOSC Lille,法国甲级联赛,右,175,71,18,13
Kevin Mirallas,英格兰,29,W,80,80,88,77,75,83,46,70,66650318,Everton,英格兰超级联赛,右,183,70,15,12
Jese Rodriguez,西班牙,23,W,80,87,88,76,70,86,21,69,74660760,Real Madrid CF,西班牙甲级联赛,右,178,73,5,1
Benat Etxebarria,西班牙,29,CAM,80,80,64,80,85,76,68,69,20323842,Athletic Club de Bilbao,西班牙甲级联赛,右,175,72,11,2
Roberto Pereyra,意大利,25,CM,80,83,85,67,81,84,71,76,39734485,Udinese,意大利甲级联赛,右,183,77,8,5
Kalidou Koulibaly,意大利,25,CB,80,83,74,30,46,56,82,82,19565273,Napoli,意大利甲级联赛,右,196,89,0,0
Danilo Pereira,葡萄牙,25,CM,80,84,68,67,73,76,82,82,82012621,CS Marítimo,葡萄牙超级联赛,右,188,80,0,0
James McCarthy,英格兰,26,CM,80,83,72,68,80,78,79,78,32469895,Wigan Athletic,英格兰超级联赛,右,180,72,9,10
Michael Ballack,英格兰,40,CM,80,80,62,83,81,76,72,78,12343353,Chelsea,英格兰超级联赛,右,188,88,7,10
Wilfried Bony,荷兰,28,ST,80,81,72,83,59,75,33,86,60506507,Vitesse,荷兰甲级联赛,右,183,90,16,4
Giacomo Bonaventura,意大利,27,CAM,80,82,81,79,79,83,60,73,38895812,Atalanta,意大利甲级联赛,右,180,75,14,1
Vedran Corluka,英格兰,30,CM,80,80,50,52,66,69,81,81,27353988,Tottenham Hotspur,英格兰超级联赛,右,193,84,2,8
Nathaniel Clyne,英格兰,25,FB,80,84,86,66,69,77,81,77,45724889,Southampton,英格兰超级联赛,右,175,67,2,7
Mauro Icardi,意大利,23,ST,80,85,78,78,62,76,20,76,50682575,Inter,意大利甲级联赛,右,180,75,19,2
Gerard Deulofeu,英格兰,22,W,80,87,90,68,67,88,24,69,50786555,Everton,英格兰超级联赛,右,178,73,3,3
Hernanes,意大利,31,CAM,80,80,65,78,84,86,44,69,53253929,Lazio,意大利甲级联赛,右,180,77,35,11
Michel Vorm,英格兰,33,GK,80,80,58,19,35,26,17,62,40657951,Swansea City,英格兰超级联赛,右,183,86,0,0
Javi Garcia,葡萄牙,29,CM,80,80,63,72,77,70,79,85,30565047,SL Benfica,葡萄牙超级联赛,右,185,80,2,0
Phil Jones,英格兰,24,FB,80,84,66,59,67,64,82,81,28696886,Manchester United,英格兰超级联赛,右,185,71,3,5
Inigo Martinez,西班牙,25,FB,80,84,74,66,63,60,83,81,80270452,Real Sociedad,西班牙甲级联赛,左,180,77,10,0
Loris Karius,德国,23,GK,80,85,49,18,39,20,12,55,80057253,1. FSV Mainz 05,德国甲级联赛,右,190,87,0,0
Mathieu Valbuena,法国,32,W,80,80,86,73,78,82,30,51,50635115,Olympique de Marseille,法国甲级联赛,右,168,58,11,3
Loic Remy,法国,29,ST,80,80,89,79,69,74,29,80,21970807,OGC Nice,法国甲级联赛,右,185,80,42,3
Tiago,西班牙,35,CM,80,80,58,73,83,78,68,73,41141433,Atlético Madrid,西班牙甲级联赛,右,183,71,10,2
Paul Scholes,英格兰,42,CAM,80,80,53,79,90,81,56,54,28236883,Manchester United,英格兰超级联赛,右,170,71,11,11
Georginio Wijnaldum,荷兰,26,CAM,80,84,82,74,74,85,54,77,99782494,PSV,荷兰甲级联赛,右,175,74,15,3
Andrea Consigli,意大利,29,GK,80,80,41,18,35,16,16,54,82408936,Atalanta,意大利甲级联赛,右,188,82,0,0
Coke,西班牙,29,FB,80,80,76,64,68,76,79,75,42842560,Sevilla FC,西班牙甲级联赛,右,175,72,6,2
Iker Muniain,西班牙,24,W,80,85,85,70,71,82,42,57,71766176,Athletic Club de Bilbao,西班牙甲级联赛,右,170,63,20,4
Marco Parolo,意大利,31,CM,80,80,74,82,80,77,76,80,100816311,Parma,意大利甲级联赛,右,183,75,17,4
Javi Fuego,西班牙,32,CM,80,80,66,63,74,68,82,78,45314981,Valencia CF,西班牙甲级联赛,右,183,74,4,0
Alphonse Areola,法国,23,GK,80,88,53,19,36,17,18,56,35015428,SC Bastia,法国甲级联赛,右,190,91,0,0
Lars Stindl,德国,28,CAM,80,81,70,82,76,79,64,73,45360743,Hannover 96,德国甲级联赛,右,180,78,14,4
Grafite,德国,37,ST,80,84,78,79,64,76,27,78,43229806,VfL Wolfsburg,德国甲级联赛,右,188,88,51,6
Eric Bertrand Bailly,西班牙,22,CB,80,88,81,45,54,56,83,82,25821507,Villarreal CF,西班牙甲级联赛,右,188,77,0,0
Cedric Bakambu,法国,25,ST,80,84,88,78,71,80,30,78,31231437,FC Sochaux-Montbéliard,法国甲级联赛,右,183,73,15,2
Vieirinha,德国,30,CAM,80,80,80,76,76,86,68,67,38887542,VfL Wolfsburg,德国甲级联赛,右,173,73,2,1
Fernandinho,英格兰,31,CM,80,80,77,78,79,77,79,76,76035004,Manchester City,英格兰超级联赛,右,175,67,5,3
Lukasz Piszczek,德国,31,FB,80,80,78,68,70,75,82,78,69299749,Borussia Dortmund,德国甲级联赛,右,183,79,12,10
Holger Badstuber,德国,27,CM,80,80,56,57,72,56,81,64,28257034,FC Bayern Munich,德国甲级联赛,左,190,84,2,2
Emiliano Viviano,意大利,31,GK,80,80,32,19,44,20,13,51,57009328,Bologna,意大利甲级联赛,左,196,90,0,0
Adam Lallana,英格兰,28,CAM,80,80,73,71,80,84,45,74,91501036,Southampton,英格兰超级联赛,右,173,73,14,11
Roman Buerki,瑞士,26,GK,80,83,51,15,36,20,15,61,40844370,Grasshopper Club Zürich,瑞士超级联赛,右,188,85,0,0
Ignacio Camacho,西班牙,26,CM,80,82,66,63,78,70,79,84,78812925,Málaga CF,西班牙甲级联赛,右,183,75,8,1
Mohamed Salah,意大利,24,W,80,85,92,70,70,86,44,69,23185303,Roma,意大利甲级联赛,左,175,72,2,1
Islam Slimani,葡萄牙,28,ST,80,80,72,76,68,74,40,88,32417342,Sporting CP,葡萄牙超级联赛,右,188,84,0,0
Mario Gaspar,西班牙,26,FB,80,84,82,73,67,75,81,79,62752838,Villarreal CF,西班牙甲级联赛,右,178,70,3,1
Jefferson Farfan,德国,32,W,80,80,86,77,77,84,32,73,23386219,FC Schalke 04,德国甲级联赛,右,178,84,40,18
Oscar de Marcos,西班牙,27,FB,80,81,88,63,71,78,76,83,37085690,Athletic Club de Bilbao,西班牙甲级联赛,右,180,76,16,6
Alvaro Morata,意大利,24,ST,80,85,85,79,64,84,18,76,54114563,Juventus,意大利甲级联赛,右,188,85,10,0
Victor Ruiz,西班牙,27,CB,80,81,64,45,67,62,82,80,37509151,Villarreal CF,西班牙甲级联赛,左,185,78,3,1
Joao Mario,葡萄牙,23,CAM,80,86,76,73,80,83,69,73,61180481,Sporting CP,葡萄牙超级联赛,右,178,73,0,0
Maxime Gonalons,法国,27,CM,80,81,68,65,74,71,81,82,44543227,Olympique Lyonnais,法国甲级联赛,右,188,76,3,1
Nicolas N'Koulou,法国,26,FB,80,82,76,46,73,71,80,77,58812487,Olympique de Marseille,法国甲级联赛,右,180,77,3,0
Christian Benteke,英格兰,26,ST,80,83,77,81,64,78,26,84,66783286,Aston Villa,英格兰超级联赛,右,190,83,32,6
Marko Basa,法国,34,CM,80,80,58,58,68,61,81,78,45766612,LOSC Lille,法国甲级联赛,右,190,86,9,1
Jose Antonio Reyes,西班牙,33,W,79,79,72,74,79,86,24,57,28686997,Sevilla FC,西班牙甲级联赛,左,175,72,14,15
Ricardo Oliveira,西班牙,36,ST,79,79,72,80,66,78,35,74,21300040,Real Betis Balompié,西班牙甲级联赛,右,183,83,7,1
Jeison Murillo,西班牙,24,FB,79,83,75,39,63,66,82,79,19083971,Granada CF,西班牙甲级联赛,右,183,78,2,0
Matija Nastasic,英格兰,23,CB,79,84,70,31,59,50,82,75,56399847,Manchester City,英格兰超级联赛,左,188,83,0,0
Mirko Vucinic,意大利,33,ST,79,79,79,79,78,87,28,73,116873819,Roma,意大利甲级联赛,右,185,76,54,14
Jeroen Zoet,荷兰,25,GK,79,83,51,18,44,24,18,55,43384434,PSV,荷兰甲级联赛,右,188,85,0,0
Thierry Henry,西班牙,39,W,79,79,74,73,74,83,25,63,21711100,FC Barcelona,西班牙甲级联赛,右,188,83,27,8
Manuel Fernandes,西班牙,30,CAM,79,79,82,78,81,82,68,70,55440014,Valencia CF,西班牙甲级联赛,右,175,69,3,1
Neven Subotic,德国,28,CB,79,80,70,52,54,40,81,75,36676269,Borussia Dortmund,德国甲级联赛,右,190,83,13,1
Andreas Granqvist,荷兰,31,CM,79,79,48,61,63,56,82,71,31374200,FC Groningen,荷兰甲级联赛,右,193,84,3,0
Felipe Anderson,意大利,23,W,79,84,92,79,71,86,29,60,30472828,Lazio,意大利甲级联赛,右,175,70,0,1
Johannes Geis,德国,23,CM,79,84,58,73,83,74,76,80,19436481,1. FSV Mainz 05,德国甲级联赛,右,180,81,2,3
